src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,label,type,anomaly
192.168.1.30,43,176.28.50.165,43,tcp,-,0.354374,0,0,REJ,0,166,6640,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,42,176.28.50.165,42,tcp,-,0.465155,0,0,S0,0,194,7760,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,44,18.195.161.8,44,tcp,-,0.467287,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,43,35.156.66.156,43,tcp,-,0.459308,0,0,S0,0,180,7200,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,43,176.28.50.165,43,tcp,-,0.469216,0,0,S0,0,188,7520,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,45,18.195.161.8,45,tcp,-,0.474571,0,0,S0,0,192,7680,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,44,35.156.66.156,44,tcp,-,0.548937,0,0,S0,0,169,6760,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,44,176.28.50.165,44,tcp,-,0.964615,0,0,S0,0,141,5640,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,46,18.195.161.8,46,tcp,-,0.511962,0,0,S0,0,196,7840,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,45,35.156.66.156,45,tcp,-,0.558345,0,0,S0,0,194,7760,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,46,176.28.50.165,46,tcp,-,0.320795,0,0,REJ,0,124,4960,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,45,176.28.50.165,45,tcp,-,0.47075,0,0,S0,0,178,7120,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,47,18.195.161.8,47,tcp,-,0.375584,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,46,35.156.66.156,46,tcp,-,0.492832,0,0,S0,0,199,7960,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,47,176.28.50.165,47,tcp,-,0.324133,0,0,REJ,0,185,7400,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,46,176.28.50.165,46,tcp,-,0.388124,0,0,S0,0,189,7560,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,48,18.195.161.8,48,tcp,-,0.50193,0,0,S0,0,198,7920,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,47,35.156.66.156,47,tcp,-,0.409835,0,0,S0,0,177,7080,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,48,176.28.50.165,48,tcp,-,0.321068,0,0,REJ,0,131,5240,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,47,176.28.50.165,47,tcp,-,0.431997,0,0,S0,0,190,7600,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,49,18.195.161.8,49,tcp,-,0.442973,0,0,S0,0,194,7760,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,48,35.156.66.156,48,tcp,-,0.499199,0,0,S0,0,196,7840,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,49,176.28.50.165,49,tcp,-,0.343653,0,0,REJ,0,110,4400,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,48,176.28.50.165,48,tcp,-,0.405611,0,0,S0,0,196,7840,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,50,35.156.66.156,50,tcp,-,0.343257,0,0,S0,0,178,7120,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,49,18.195.161.8,49,tcp,-,0.631974,0,0,S0,0,183,7320,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,49,176.28.50.165,49,tcp,-,0.439144,0,0,S0,0,167,6680,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,51,35.156.66.156,51,tcp,-,0.479869,0,0,S0,0,190,7600,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,50,18.195.161.8,50,tcp,-,0.471365,0,0,S0,0,174,6960,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,51,176.28.50.165,51,tcp,-,0.330843,0,0,REJ,0,136,5440,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,50,176.28.50.165,50,tcp,-,0.446756,0,0,S0,0,163,6520,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,52,35.156.66.156,52,tcp,-,0.463446,0,0,S0,0,176,7040,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,51,18.195.161.8,51,tcp,-,0.34212,0,0,S0,0,184,7360,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,51,176.28.50.165,51,tcp,-,0.435215,0,0,S0,0,172,6880,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,53,35.156.66.156,53,tcp,-,0.43452,0,0,S0,0,192,7680,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,52,18.195.161.8,52,tcp,-,0.38754,0,0,S0,0,158,6320,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,53,176.28.50.165,53,tcp,-,0.320072,0,0,RSTO,0,146,5840,5,220,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,53,176.28.50.165,53,tcp,-,0.367155,0,0,RSTO,0,114,4560,62,2728,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,52,176.28.50.165,52,tcp,-,0.480658,0,0,S0,0,153,6120,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,54,35.156.66.156,54,tcp,-,0.591505,0,0,S0,0,196,7840,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,53,18.195.161.8,53,tcp,-,0.529192,0,0,S0,0,198,7920,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,53,176.28.50.165,53,tcp,-,0.583318,0,0,S0,0,188,7520,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,55,35.156.66.156,55,tcp,-,0.550599,0,0,S0,0,195,7800,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,54,18.195.161.8,54,tcp,-,0.704967,0,0,S0,0,192,7680,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,55,176.28.50.165,55,tcp,-,0.315747,0,0,REJ,0,110,4400,2,80,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,54,176.28.50.165,54,tcp,-,0.589706,0,0,S0,0,198,7920,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,56,35.156.66.156,56,tcp,-,0.568784,0,0,S0,0,191,7640,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,56,176.28.50.165,56,tcp,-,0.31758,0,0,REJ,0,111,4440,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,55,18.195.161.8,55,tcp,-,0.563324,0,0,S0,0,166,6640,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.31,49604,101.119.11.11,80,tcp,http,174.796493,576,768,SF,288,22,1440,21,1876,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,55,176.28.50.165,55,tcp,-,0.598047,0,0,S0,0,183,7320,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,57,35.156.66.156,57,tcp,-,0.425132,0,0,S0,0,158,6320,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.31,50422,117.18.237.29,80,tcp,http,123.814146,862,1576,SF,0,19,1858,17,2468,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,57,176.28.50.165,57,tcp,-,0.315826,0,0,REJ,0,141,5640,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.31,33474,13.35.146.128,443,tcp,ssl,180.18298,985,6455,SF,0,21,2085,20,7503,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.31,45372,216.58.200.110,443,tcp,ssl,181.911209,66871,6631,SF,0,69,70467,39,8667,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.31,58192,172.217.25.131,80,tcp,http,116.1046,435,713,SF,0,17,1327,14,1449,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,56,18.195.161.8,56,tcp,-,0.440742,0,0,S0,0,188,7520,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.31,60306,52.24.56.107,443,tcp,ssl,61.638082,922,3687,SF,0,14,1658,12,4319,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,56,176.28.50.165,56,tcp,-,0.479373,0,0,S0,0,193,7720,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,58,35.156.66.156,58,tcp,-,0.622353,0,0,S0,0,176,7040,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,58,176.28.50.165,58,tcp,-,0.32374,0,0,REJ,0,126,5040,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,57,18.195.161.8,57,tcp,-,0.411729,0,0,S0,0,192,7680,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,57,176.28.50.165,57,tcp,-,0.478595,0,0,S0,0,186,7440,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,59,35.156.66.156,59,tcp,-,0.476076,0,0,S0,0,164,6560,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,59,176.28.50.165,59,tcp,-,0.362671,0,0,REJ,0,116,4640,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,58,18.195.161.8,58,tcp,-,0.484033,0,0,S0,0,186,7440,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,58,176.28.50.165,58,tcp,-,0.473655,0,0,S0,0,170,6800,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,60,35.156.66.156,60,tcp,-,0.419584,0,0,S0,0,188,7520,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,60,176.28.50.165,60,tcp,-,0.342053,0,0,REJ,0,120,4800,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,59,18.195.161.8,59,tcp,-,0.461589,0,0,S0,0,166,6640,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,61,35.156.66.156,61,tcp,-,0.457463,0,0,S0,0,194,7760,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,59,176.28.50.165,59,tcp,-,0.455698,0,0,S0,0,198,7920,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,61,176.28.50.165,61,tcp,-,0.329044,0,0,REJ,0,140,5600,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,60,18.195.161.8,60,tcp,-,0.556322,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,62,35.156.66.156,62,tcp,-,0.452886,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,60,176.28.50.165,60,tcp,-,0.467354,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,62,176.28.50.165,62,tcp,-,0.327236,0,0,REJ,0,136,5440,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,61,18.195.161.8,61,tcp,-,0.404882,0,0,S0,0,190,7600,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,63,35.156.66.156,63,tcp,-,0.457525,0,0,S0,0,184,7360,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,61,176.28.50.165,61,tcp,-,0.519103,0,0,S0,0,184,7360,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,63,176.28.50.165,63,tcp,-,0.377781,0,0,REJ,0,164,6560,2,80,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,62,18.195.161.8,62,tcp,-,0.768609,0,0,S0,0,176,7040,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,64,35.156.66.156,64,tcp,-,0.711393,0,0,S0,0,183,7320,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,62,176.28.50.165,62,tcp,-,0.5132,0,0,S0,0,188,7520,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,63,18.195.161.8,63,tcp,-,0.4942,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,65,35.156.66.156,65,tcp,-,0.399901,0,0,S0,0,198,7920,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,63,176.28.50.165,63,tcp,-,0.518252,0,0,S0,0,199,7960,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,64,18.195.161.8,64,tcp,-,0.419702,0,0,S0,0,184,7360,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,66,35.156.66.156,66,tcp,-,0.37203,0,0,S0,0,193,7720,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,64,176.28.50.165,64,tcp,-,0.499378,0,0,S0,0,193,7720,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,66,176.28.50.165,66,tcp,-,0.315245,0,0,REJ,0,122,4880,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,65,18.195.161.8,65,tcp,-,0.463133,0,0,S0,0,198,7920,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,67,35.156.66.156,67,tcp,-,0.491672,0,0,S0,0,190,7600,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,65,176.28.50.165,65,tcp,-,0.452696,0,0,S0,0,198,7920,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,67,176.28.50.165,67,tcp,-,0.331898,0,0,REJ,0,142,5680,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,66,18.195.161.8,66,tcp,-,0.522193,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,68,35.156.66.156,68,tcp,-,0.401107,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,66,176.28.50.165,66,tcp,-,0.406232,0,0,S0,0,176,7040,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,67,18.195.161.8,67,tcp,-,0.492371,0,0,S0,0,180,7200,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,69,35.156.66.156,69,tcp,-,0.58944,0,0,S0,0,190,7600,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,67,176.28.50.165,67,tcp,-,0.550613,0,0,S0,0,192,7680,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,69,176.28.50.165,69,tcp,-,0.314437,0,0,REJ,0,169,6760,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,68,18.195.161.8,68,tcp,-,0.514512,0,0,S0,0,174,6960,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,70,35.156.66.156,70,tcp,-,0.344033,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,68,176.28.50.165,68,tcp,-,0.403398,0,0,S0,0,173,6920,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,70,176.28.50.165,70,tcp,-,0.315316,0,0,REJ,0,116,4640,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,69,18.195.161.8,69,tcp,-,0.481068,0,0,S0,0,198,7920,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,71,35.156.66.156,71,tcp,-,0.548521,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,69,176.28.50.165,69,tcp,-,0.398993,0,0,S0,0,196,7840,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,71,176.28.50.165,71,tcp,-,0.330562,0,0,REJ,0,146,5840,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,70,18.195.161.8,70,tcp,-,0.387291,0,0,S0,0,178,7120,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,70,176.28.50.165,70,tcp,-,0.541632,0,0,S0,0,188,7520,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,72,35.156.66.156,72,tcp,-,0.410992,0,0,S0,0,182,7280,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,72,176.28.50.165,72,tcp,-,0.327294,0,0,REJ,0,174,6960,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,71,18.195.161.8,71,tcp,-,0.460101,0,0,S0,0,188,7520,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,73,35.156.66.156,73,tcp,-,0.411684,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,71,176.28.50.165,71,tcp,-,0.513259,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,73,176.28.50.165,73,tcp,-,0.323263,0,0,REJ,0,162,6480,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,72,18.195.161.8,72,tcp,-,0.404278,0,0,S0,0,192,7680,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,72,176.28.50.165,72,tcp,-,0.450902,0,0,S0,0,200,8000,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.30,74,35.156.66.156,74,tcp,-,0.446626,0,0,S0,0,176,7040,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,73,18.195.161.8,73,tcp,-,0.518146,0,0,S0,0,183,7320,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
192.168.1.39,73,176.28.50.165,73,tcp,-,0.560421,0,0,S0,0,188,7520,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos,1
